"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000006712","ENSG00000006704","9569","GTF2IRD1",0.172699864434738,6.23277885235674,1.01228921791751,0.331020817979265,0.543297041236039,-6.46865090274528
"ENSG00000020577","ENSG00000020426","4331","MNAT1",0.836479991703511,2.54898980204998,2.76744493957926,0.016792728453255,0.114927076659909,-3.33403781414054
"ENSG00000029153","ENSG00000028839","9519","TBPL1",1.36968673067439,-0.172881815306976,2.47811574476825,0.0287374745802732,0.147553004394069,-3.38685502991964
"ENSG00000064489","ENSG00000064313","6873","TAF2",0.409262292693571,0.0119046598471233,0.546050566995587,0.594858228827825,0.756132766978004,-5.71967399751748
"ENSG00000065029","ENSG00000064995","6882","TAF11",0.0711803066898657,4.64567213060797,0.302183659526791,0.767592662820431,0.873904963804242,-6.82489387397637
"ENSG00000102471","ENSG00000102387","54457","TAF7L",1.97412532136106,6.72516137716894,6.02598968485961,5.52995004269286e-05,0.00873300134931941,1.96484424537456
"ENSG00000106344","ENSG00000106290","6878","TAF6",0.171084219275804,6.16011078541497,0.978722654965412,0.346692900951914,0.558017744442339,-6.49893624323945
"ENSG00000111537","ENSG00000111358","2967","GTF2H3",-0.375658550271721,2.5218656433247,-0.966827536191788,0.352372587763196,0.563209013192117,-5.88751059494224
"ENSG00000112742","ENSG00000112592","6908","TBP",0.499006722405412,-0.0329179612553597,0.787273943562591,0.446120165426152,0.645198257041802,-5.42327362740004
"ENSG00000120742","ENSG00000120656","6883","TAF12",-0.0161507958282244,7.5359958969992,-0.0876865379363195,0.931546143893908,0.964202621213248,-7.0000985428713
"ENSG00000122958","ENSG00000122728","138474","TAF1L",-0.114294696253787,5.57975808077706,-0.806697693840274,0.43525761198647,0.635694475611839,-6.62868942698788
"ENSG00000130772","ENSG00000130699","6874","TAF4",0.153367418577688,3.85303404394759,0.773528595922042,0.453911342777493,0.652087224353745,-6.43071821915
"ENSG00000134690","ENSG00000134480","902","CCNH",0.459670082692725,0.795347004298588,1.18787213801198,0.257455395860276,0.471813419629316,-5.33112252895165
"ENSG00000135932","ENSG00000135801","27097","TAF5L",0.427307845887544,8.22281698372016,2.68922858755035,0.0194295561300633,0.123310246957772,-3.96787421047596
"ENSG00000141526","ENSG00000141384","6875","TAF4B",1.49369703043716,2.17364467538218,3.37386538898636,0.00539938957798167,0.0718057457171812,-2.18961599065955
"ENSG00000145945","ENSG00000145736","2966","GTF2H2",0.0812813226498656,2.87362821048573,0.316314753054998,0.757100611206064,0.867154357911093,-6.48058214271979
"ENSG00000147437","ENSG00000147133","6872","TAF1",-1.68105489672088,-0.641260484927647,-3.00581599214066,0.0107507574416984,0.0956049501065324,-2.55808514050718
"ENSG00000162511","ENSG00000162227","10629","TAF6L",-0.276950647266393,9.7084969030801,-1.53338856296229,0.15064874389161,0.342937609368511,-5.84652719801615
"ENSG00000163378","ENSG00000163161","2071","ERCC3",0.263334552264727,3.31142149845848,1.35447779029313,0.200094730131308,0.405144257440187,-5.72319502192642
"ENSG00000166526","ENSG00000166337","6881","TAF10",-0.173564348970354,4.6352948183717,-1.37824416839855,0.192835308607125,0.396689499718755,-5.92429195053674
"ENSG00000183726","ENSG00000183474","728340","GTF2H2C",0.223625503578214,6.76995172880385,1.86962807952083,0.085674306080853,0.253014524791733,-5.3572370417471
"ENSG00000188681","ENSG00000188342","2963","GTF2F2",0.607212774671959,0.59957295596748,0.380811908833999,0.709879262244499,0.837893797886775,-5.91144089422751
"ENSG00000197566","ENSG00000197265","2961","GTF2E2",-0.819502387562096,3.55924546442401,-3.34333905589303,0.00571597550863716,0.0734286307822897,-2.47456141592052
